Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
I?ll put my death into her woeful hands.,death,emotions,anatomy,,,,
"That treacher, monster,",politics,deformities__disabilities,,,,,
Strike him through his guilt and treachery,violence,judiciary,politics,,,,
let him see the horrors of his perjured soul.,sensations,emotions,judiciary,religion,,,
he in penitent sighs his soul commends,feelings,sounds,religion,recognition,,,
"What?s riches to thy honour? That rare treasure Which worlds redeem not, yet ?tis lost at pleasure.",economics,recognition,nature,privation,sexuality,,
"Will misery yet a longer life afford, ",suffering,time,life,economics,,,
"a queen so poor, not worth her word?",politics,economics,language,,,,
my word was death.,language,death,,,,,
"ne?er past grief, till he be past his breath.",time,spatial,emotions,breathing,,,
may the earth swallow me.,nature,food,,,,,
I?ll have thee merry. As your son and heir at his father?s funeral.,emotions,familial,politics,death,,,
"For ?tis not watch nor ward keeps woman chaste, If honour?s watch in her mind be not placed.",military,preservation,women,sexuality,character_traits__nature,mental_faculty__state__entities,
Right [the utterance] oracle!,language,religion,,,,,
"Hunger and lust will break through flesh and stones, ",food,sexuality,violence,anatomy,materials,,
"[Hunger and lust] And like a whirlwind blows ope castle doors, ",food,sexuality,nature,violence,spatial,architecture,
"lock their wives from all men but their men? Make ?em their keepers, to prevent some greater. So oft it happens to the poor?s relief: Keepers eat venison, when their lords eat beef.",preservation,matrimony,men,social_status,economics,sexuality,food
Honour of beauty! There man?s wishes rise.,recognition,appearance,men,mental_faculty__state__entities,physical_activities,,
Grace and perfection lighten from her eyes;,character_traits__nature,light,anatomy,,,,
Amazement is shot through me.,mental_faculty__state__entities,violence,spatial,,,,
I never knew the force of a desire Until this minute struck within my blood.,time,mental_faculty__state__entities,sexuality,violence,spatial,anatomy,
I fear one look was destined to undo me.,emotions,quantities,sensations,mystical,destruction,,
"A courtier, And forget your first weapon? Go and salute",politics,mental_faculty__state__entities,weapons__armor,greetings,,,
All hopes killed in their blossom.,emotions,violence,nature,,,,
Duty binds me.,devotion,incarceration,,,,,
"My mind walks yonder, ",mental_faculty__state__entities,movement,spatial,,,,
but susp?ct walks here.,mental_faculty__state__entities,movement,spatial,,,,
"The devil?s on that side and engrosses all, Smiles, favours, common courtesies",religion,spatial,economics,facial_expressions,social_relations,etiquette,
How contempt ill fortune does pursue!,derision__offense___contempt,mystical,hunting__fishing,,,,
I get that flame Which nothing but cold death can quench or tame.?,fire,temperature,death,consumption,education,,
Music of mind to the Queen.,music,mental_faculty__state__entities,politics,,,,
"heart, take heed: ",anatomy,danger__safety,,,,,
when he [wise] loves; he?s then in folly?s power.,character_traits__nature,emotions,mental_faculty__state__entities,social_relations,,,
"The fears and dangers that most threaten me Live in the party that I must enjoy,",emotions,danger__safety,life,social_relations,sexuality,,
"make my shame The politic engine to [beat down] her name, ",etiquette,deception,violence,language,,,
And from thence [the woman] force a way to the King?s ears.,women,violence,spatial,politics,anatomy,,
"Like dial needles they [women] wave every way,",nautical,women,movement,spatial,,,
And [women] must be throughly taught to be kept right And point to none but to their lord?s delight.,women,education,preservation,spatial,matrimony,sexuality,
"Your nights are music, ",darkness,music,,,,,
your words are charms.,language,mystical,,,,,
"Kiss me again, fair Thetis [wife].",sexuality,myth,matrimony,,,,
"All's not straight in my lady. She hath certain crooked cogitations, if a man had the liberty to search ?em.",spatial,social_status,mental_faculty__state__entities,men,social_relations,discovering,
"my mettle, and what it yields to an ounce. ",character_traits__nature,economics,weight,,,,
"that stand her smock-sentinels but would venture a joint to do her any pleasurable service,",sexuality,clothes,military,danger__safety,anatomy,,
"sparks fly not downward, No more this r?ceived fancy",light,movement,spatial,emotions,,,
"There?s but a plank on which I run to hell, Yet were?t thrice narrower I should venture on.",architecture,movement,religion,quantities,spatial,danger__safety,
hurt your oath.,violence,language,,,,,
I may look for my brains in my boots,discovering,anatomy,clothes,,,,
"A stranger? There?s a hundred deaths i?th? very name, ",social_relations,quantities,death,language,,,
Love forgets all things but its proper objects [wooed].,emotions,mental_faculty__state__entities,etiquette,courting,,,
"spidercatching, smock-wrapped gentleman?",animals,hunting__fishing,clothes,women,social_status,,
for not enjoying him I die.,sexuality,death,,,,,
"Then, since in my desire such horrors move, I?ll die no other than the death of love.",emotions,movement,death,,,,
"like a gentleman, every inch of him, and will perform the office of a gentleman:",social_status,size,sexuality,labor,,,
"As now with gold, with honours we?ll requite.",economics,social_status,,,,,
"There?s no faculty, say I, like a pander, ",education,sexuality,,,,,
I am one step higher; This office makes a gentleman a squire.,spatial,labor,social_status,sexuality,,,
"are the pits digged? -Ay, and as deep as an usurer?s conscience,",hunting__fishing,spatial,economics,ethics,,,
[the usurer]?twill devour a widow and three orphans at a breakfast,economics,food,quantities,familial,,,
all those whoreson muttonmongers the wolves,sexuality,economics,food,animals,,,
"They [the wolves] should be he-wolves by their loving mutton, ",animals,men,emotions,food,,,
"But by their greediness they should be she-wolves,",economics,women,animals,,,,
For the belly of a she-wolf Is never satisfied till it be dammed up.,anatomy,women,animals,time,sexuality,hindrance,
"if all the earth were parchment, the sea ink, every stick a pen, and every knave a scrivener, they were not all able to write down the knaveries of she-wolves.",nature,materials,language,social_status,ethics,women,animals
just as many sorts [of wolves] as there be knaves in the cards.,quantities,animals,social_status,games__sports,,,
"there are your court-wolves, and those be foul eaters and clean drinkers",politics,animals,ethics,food,cleaning,,
The next are your country-wolves: nothing chokes them but plenty.,geography,animals,privation,violence,economics,,
"They [country-wolves] sing like sirens when corn goes out [expoted] by shipfulls, ",geography,animals,music,myth,food,economics,nautical
and [country-wolves] dance after no tune but after ?an angel a bushel?.,geography,animals,joviality,music,economics,weight,
The halter take such corn-cutters!,violence,architecture,medicine,,,,
"you shall have Long Lane full of them [city-wolves]. They?ll feed upon any whore, carrion, thief, or anything.",urban,animals,food,sexuality,economics,,
"Maws? Why, man, fiddlers have no better guts [than city-wolves]",anatomy,music,urban,animals,,,
"[city-wolves] eat up a lord at three bites.  -Three bonds, you mean.",urban,animals,food,social_status,quantities,economics,
"a young gentleman is swallowed whole, like a gudgeon [by the city-wolves]",lifes_cycle,social_status,food,animals,urban,,
"If the throat of his [city-wolf] conscience be sound, he?ll gulp down anything. ",anatomy,urban,animals,ethics,food,,
Five of your silken gallants are swallowed easier than a damask prune?,quantities,clothes,social_status,food,,,
"for our city-wolves do so roll my young prodigal first in wax (which is soft), till he look like a gilded pill, wrap him up in satin (which is sleek), that he goes down without chewing, ",urban,animals,economics,materials,medicine,clothes,food
"sea-wolf, a horrible ravener too: he has a belly as big as a ship, ",nautical,animals,food,anatomy,spatial,size,
and [sea-wolf] devours as much silk at a gulp as would serve forty dozen tailors against a Christmas Day,nautical,animals,food,clothes,social_relations,quantities,religion
"Foul monster-monger, who must live by that Which is thy own destruction",ethics,deformities__disabilities,economics,destruction,,,
why should men Be nature?s bond-slaves?,humanity,nature,judiciary,social_status,,,
Every creature else Comes freely to the table of the earth;,animals,social_relations,food,nature,,,
"What spiteful winds breathe here, ",feelings,nature,breathing,,,,
that not a tree Spreads forth a friendly arm?,nature,assistance,anatomy,character_traits__nature,,,
The earth that bears you Like a proud mother scorns to give you food.,nature,reproduction,character_traits__nature,familial,derision__offense___contempt,food,
"I now defy thee, starveling hunger.",derision__offense___contempt,food,,,,,
"Blessed tree, four lives grow in thy fruit. ",religion,nature,quantities,life,food,,
Some angel lay a list?ning ear To draw my cry up!,religion,sensations,anatomy,assistance,sounds,,
"Mock not a man in woe: in a green wound Pour balsam, and not physic.",derision__offense___contempt,emotions,colors,injuries,medicine,,
[knows] for a wolfish rascal that would have worried his own country.,mental_faculty__state__entities,animals,social_status,feelings,politics,,
The devil [traitor] in the vault!,religion,politics,hunting__fishing,,,,
The devil he [rival] is!,religion,social_relations,,,,,
You?ll make a hot suitor of him anon.,temperature,courting,,,,,
He may be hot in th?end [hell];,temperature,death,religion,,,,
a kiss runs through his heart: I?ll make a thrust at him upon your lip.,sexuality,violence,anatomy,,,,
they count how the day goes by kissing;,time,sexuality,,,,,
"I?ve hit him in the gall; instead of blood, He sheds distractions, which are worse than wounds.",violence,anatomy,injuries,mental_faculty__state__entities,,,
They?re [slaves] weak and loose and like a rotten wall; Leaning on them may hazard my own fall.,social_status,physical_attributes,consumption,architecture,assistance,danger__safety,destruction
cut off long journeys And tedious ways that run my hopes past breath:,violence,spatial,geography,consumption,physical_activities,emotions,breathing
I?ll take the plain roadway and hunt his death.,spatial,hunting__fishing,death,,,,
"When his frown begets earthquakes, ",facial_expressions,reproduction,nature,,,,
I challenge all disguises except drinking To hide me better;,games__sports,theatre,food,concealment,,,
for that [drinking] indeed will thrust a white gentleman into a suit of mud.,food,violence,colors,social_status,clothes,cleaning,
"a beggar, as puritanical as I appear. ",economics,religion,appearance,,,,
Else does there live no honesty but in lawyers.,life,character_traits__nature,judiciary,,,,
Enjoy the sweetest treasure in a woman. -Always excepting but the tyrant?s gem.,sexuality,economics,women,privation,politics,,
[treacheries] Inhuman monster!,politics,humanity,deformities__disabilities,,,,
hearts that may be pierced with misery?s groans Sent from a fainting spirit,anatomy,violence,suffering,sounds,consumption,religion,
prisoner to darkness!,incarceration,darkness,,,,,
"by night outstripped,",darkness,movement,,,,,
There?s weight within keeps down my soul and me.,weight,spatial,preservation,religion,,,
One full strength more Makes our pains happy;,quantities,physical_attributes,suffering,emotions,,,
O that astonishment had left me dead!,mental_faculty__state__entities,privation,death,,,,
"Shame, sitting on my brow, weighs down my head.",emotions,physical_activities,anatomy,weight,spatial,,
Even thus the guilt of my abhorr?d sin Flashed in my face when I beheld the Queen.,judiciary,emotions,religion,nature,anatomy,sensations,politics
the arms of death,anatomy,death,,,,,
the same hour Had been his grave that gives his life new power.,time,death,life,physical_attributes,,,
There?s not a hair to choose betwixt me and a pander,anatomy,mental_faculty__state__entities,sexuality,,,,
I could e?en gnaw feathers now to think of his downy felicity.,food,animals,sleep,emotions,,,
"a dairy wench, the very cream of my fortunes? ",food,women,social_status,,,,
"that he should bathe in nectar [food],",cleaning,food,religion,,,,
"and I most unfortunate in [bath] buttermilk,",suffering,cleaning,food,,,,
"have I any power in thee? Do I move there, or any part of me Flow in thy blood?",social_relations,spatial,movement,anatomy,,,
"Touch me then, [?] And try my mettle [metal].",sensations,economics,materials,character_traits__nature,,,
that fellow's my disease,social_relations,medicine,,,,,
He?s [enemy] like a prison chain shook in my ears.,social_relations,incarceration,sounds,anatomy,,,
My honours and my dignities are dreams,social_status,recognition,mental_faculty__state__entities,,,,
"I shall, like many a bad lawyer, run my conscience upon the greatest fee:",judiciary,ethics,economics,,,,
He?s [counselor is] the King?s bosom:,politics,anatomy,,,,,
he [counselor] blows his thoughts into him [the king].,politics,breathing,mental_faculty__state__entities,spatial,,,
I had rather be torn with whirlwinds than fall into any of their [king and mazeres] furies.,violence,nature,physical_activities,politics,emotions,,
"play the knave, lay open this venery, betray him",theatre,social_status,discovering,sexuality,social_relations,,
Play honours to thy hand.,games__sports,recognition,anatomy,,,,
and here?s blood apt enough to believe him.,anatomy,character_traits__nature,mental_faculty__state__entities,,,,
Ay but you?ll play the better jumper [sex] of the two; I shall not jump so near as you by a handful.,games__sports,physical_activities,sexuality,spatial,,,
folly is blind.,mental_faculty__state__entities,deformities__disabilities,,,,,
"he loveth none With a true heart, that affects more than one.",emotions,privation,anatomy,sexuality,quantities,,
"the better sports taste best i?th? night,",games__sports,food,darkness,,,,
"your sportive gallants? prize: Before they?ll lose their sport [sex], they?ll lose their eyes.",games__sports,social_status,economics,sexuality,anatomy,,
O my fear-fighting blood!,emotions,violence,anatomy,,,,
For we are bound in duty to your bounty.,incarceration,devotion,character_traits__nature,,,,
I pour my life into your breasts;,food,life,spatial,anatomy,,,
There [breasts] my doom or safety rests.,anatomy,destruction,danger__safety,,,,
your hearts but just.,anatomy,character_traits__nature,,,,,
Like jewels all your vows I?ll wear.,economics,language,clothes,,,,
from our head to feet he?s so officious.,anatomy,devotion,,,,,
No clock so true as love that strikes in fear.,time,ethics,emotions,violence,,,
How far lack I yet of my blind pilgrimage?,spatial,privation,deformities__disabilities,religion,,,
I walk in a vault all underground.,movement,nature,spatial,,,,
And now your long lost eyes again are found.,time,privation,anatomy,discovering,,,
"Though it be night, ?tis morning to that night Which brought [accompanied] me hither.",darkness,light,social_relations,spatial,,,
these dumb tokens witness.,deformities__disabilities,domestic,language,,,,
"Lecher, now beware [treason]. Securely sit and fearless quaff and eat: You?ll find sour sauce still, after your sweet meat.",sexuality,danger__safety,politics,emotions,food,,
They [women] never do their easy sex more wrong Than when they [women] venture fame upon man?s tongue.,women,time,etiquette,danger__safety,recognition,men,anatomy
pleasure?s feast.,sexuality,food,,,,,
to woman The darkest path love treads is clear,women,darkness,spatial,emotions,movement,cleaning,
"he plays The devil in a visor,",theatre,religion,,,,,
"great men kill As flatterers stab, who laugh when they mean ill.",social_status,violence,recognition,etiquette,ethics,,
My vengeance speaks me happy,violence,language,emotions,,,,
"doth commend This [the wine] to your heart,",recognition,food,anatomy,,,,
my abus?d wrath Pursues thy ruin in this dangerous path.,deception,emotions,hunting__fishing,destruction,danger__safety,spatial,
see her mind.,sensations,mental_faculty__state__entities,,,,,
His thoughts are sweeter than the very meats before him.,mental_faculty__state__entities,food,,,,,
"The wind and tide serve, [?] you have lighted Upon a sea of pleasure. Here?s your sail, sir, And your top streamer: a fair-wrought shirt and nightcap.",nature,social_relations,movement,sexuality,nautical,clothes,
voyage of this [sexual encounter].,geography,sexuality,,,,,
No clouds eclipse her bounty; she shines clear.,nature,concealment,character_traits__nature,light,,,
This night would make one blush thorough this visor.,darkness,facial_expressions,theatre,,,,
"Like lightning in a tempest her lust shows, Or drinking drunk in thunder,",nature,sexuality,appearance,food,,,
burning fury,fire,emotions,,,,,
seal [the tyrant's] his vengeance on his reeking breast.,heraldry,politics,violence,anatomy,,,
The next [vile] shall change him into fire and air.,ethics,transformation,fire,nature,,,
when mine eyes Received their liberty I was ne?er the nearer [to knowing].,anatomy,social_relations,time,spatial,mental_faculty__state__entities,,
a riper time Shall bring him forth.,architecture,time,discovering,,,,
dim her own lustre to give him grace?,darkness,light,social_relations,,,,
Heart of ill fortune!,anatomy,mystical,,,,,
here?s a heart within will not be quiet.,anatomy,spatial,feelings,,,,
The eye is the sweet feeder of the soul;,anatomy,food,religion,,,,
"When the taste wants, that keeps the memory whole.",food,feelings,preservation,mental_faculty__state__entities,,,
"not to see her, what doth it want of hell?",sensations,women,privation,religion,,,
he?ll run through horror?s jaws To catch a sin.,movement,spatial,emotions,anatomy,hunting__fishing,religion,
"to o?ertake a virtue He softly paces, like a man that?s sent Some tedious, dark, unprofitable journey.",hunting__fishing,ethics,movement,consumption,darkness,economics,geography
"a beggar, Dead to all fortunes, honours or their hopes;",economics,death,social_status,recognition,emotions,,
setting by All modesty of blood thou begged?st a jewel of him.,privation,character_traits__nature,anatomy,economics,,,
He [rival] is some ape:,social_relations,animals,,,,,
"the husk falls from him now, And you shall know his inside.",nature,consumption,mental_faculty__state__entities,spatial,,,
He?s received this night Into her bosom.,sexuality,spatial,anatomy,,,,
I feel a whirlwind in me Ready to tear the frame of my mortality.,feelings,nature,spatial,violence,anatomy,life,
Tainted my hearing with lascivious sounds;,cleaning,sensations,sexuality,sounds,,,
?Tis springtide in my gall. All my blood?s bitter,nature,anatomy,food,,,,
I?m lost by violence through all my senses.,privation,violence,sensations,,,,
I?m blind with rage.,deformities__disabilities,emotions,,,,,
"I tread in air, and see no foot nor path; ",movement,nature,sensations,anatomy,spatial,,
"I?ve lost myself, yet cannot lose my wrath.",privation,character_traits__nature,emotions,,,,
"I hate him, As beauty abhors years, ",emotions,appearance,time,,,,
"[I hate him, As] or usurers charity.",emotions,economics,assistance,,,,
"a leper Full of sin?s black infection, foul adultery.",medicine,religion,colors,ethics,sexuality,,
"starve in my disdain,",food,derision__offense___contempt,,,,,
"a league With desolate darkness, and disconsolate fancies.",politics,social_relations,darkness,emotions,mental_faculty__state__entities,,
There is no music in my soul,music,religion,,,,,
"all my servants? faiths Sleep in my bounty, ",social_status,devotion,sleep,character_traits__nature,,,
and no bribes nor threats Can wake ?em from my safety?,economics,violence,social_status,sleep,danger__safety,,
"Yet heaviness, like a tyrant, proud in night, Usurps my power, rules where it hath no right.",weight,politics,character_traits__nature,darkness,social_relations,,
Pleasures once tasted makes the next seem worse.,sexuality,food,appearance,,,,
Cunning discoverer of an unknown beauty As subtle as her plot.,deception,discovering,mental_faculty__state__entities,appearance,character_traits__nature,,
Play the flatterer,theatre,recognition,,,,,
"With this [light] I taste of that forbidden fruit Which, as she says, death follows;",light,food,judiciary,death,,,
"that can be in man?s wish comprised Is in thy love immortal, in thy graces!",men,mental_faculty__state__entities,emotions,death,character_traits__nature,,
I am not the same flesh; my touch is altered.,anatomy,sensations,transformation,,,,
misery of affection built on breath!,suffering,affection,architecture,breathing,,,
"[drawn in pieces] betwixt love and fear,",violence,spatial,emotions,,,,
Her wisdom is as pleasing as her beauty.,character_traits__nature,feelings,appearance,,,,
"affection hastier born, With more true art and less suspicion.",affection,speed,reproduction,quantities,mental_faculty__state__entities,,
"I do repent me, With heart as penitent as a man dissolving,",religion,anatomy,consumption,,,,
"my sins, born with me, and born of me, ",religion,reproduction,,,,,
Fly to thy wish!,animals,mental_faculty__state__entities,,,,,
Man in a twinkling is in earth and heaven.,humanity,light,nature,religion,,,
sent him forth [to death] like a celestial champion.,commands,death,religion,social_relations,,,
to taste more deaths than one.,food,quantities,death,,,,
"Had any warning fast?ned on thy senses,",danger__safety,adhesion,sensations,,,,
for our fears we should our comforts kill!,emotions,feelings,violence,,,,
"I?m confounded everlastingly, Damned to a thousand tortures in that sight",mental_faculty__state__entities,time,religion,quantities,violence,sensations,
A subtlety no devil can imitate.,deception,religion,art,,,,
The deed [murder] is not so monstrous in itself As is the art which ponders home the deed.,violence,deformities__disabilities,deception,mental_faculty__state__entities,domestic,,
those left hands give me; Thou hast no right at all.,spatial,anatomy,ethics,,,,
"Mystical strumpet,",mystical,sexuality,,,,,
I looked for gracious lightning from thy cheeks,discovering,religion,nature,anatomy,,,
here lies a witness ?gainst myself Sooner believed than all their hir?d faiths.,death,judiciary,mental_faculty__state__entities,economics,devotion,,
The lingering execution of your look;,violence,sensations,,,,,
[Let me not] live tormented in that brow.,resistance,life,violence,facial_expressions,,,
All witnesses to this [adultery] were but dead flesh;,judiciary,sexuality,death,anatomy,,,
All [the deceptive devices] stick in mine eye together.,deception,violence,anatomy,,,,
Thou shalt not die as long as this [corpse] is meat.,death,time,food,,,,
Thou killed?st a buck which thou thyself shalt eat.,violence,animals,food,,,,
Here?s deer struck dead with thy own hand; ?Tis venison for thy own tooth.,animals,violence,anatomy,food,,,
Thou know?st the relish: A dearer place hath been thy taster.,mental_faculty__state__entities,food,economics,spatial,,,
with a thousand deaths presented him Ere he had tasted one.,quantities,death,appearance,time,food,,
"If there be hell for sins that men commit, Marry a strumpet and she keeps the pit. ",religion,men,matrimony,sexuality,incarceration,,
My ominous dreams and fearful dreadfulness Promised this issue long before ?twas born.,ethics,mental_faculty__state__entities,emotions,language,familial,time,reproduction
"I were full safe had I Roxano?s [servant] life, Which in this stream I fish for.",danger__safety,social_status,life,nature,hunting__fishing,,
Under the earth were safer and far happier.,spatial,nature,danger__safety,emotions,,,
prize your glories at so mean a rate?,economics,recognition,,,,,
betrayed me to the fury Of my tempestuous unappeas?d lord.,social_relations,emotions,nature,matrimony,,,
"for that guilt, Though ?twere as far to?s heart as ?tis to th? hilt.",judiciary,spatial,anatomy,weapons__armor,,,
Such things [villainies] must never creep about the earth To poison the right use of service,ethics,movement,nature,medicine,etiquette,devotion,
Here?s a perplex?d breast,mental_faculty__state__entities,anatomy,,,,,
"I threat not angels, ",danger__safety,religion,,,,,
though I smite the devil:,violence,religion,,,,,
"no other food thy taste shall have, Till in thy bowels those corpse find a grave.",food,anatomy,death,,,,
"Hath thy fate proved so flinty, so perverse, To the sweet spring both of thy youth and hopes?",mystical,materials,ethics,nature,lifes_cycle,emotions,
his own plot shall shower Upon his bosom like a falling tower.,deception,nature,anatomy,architecture,destruction,,
"run my hate Into the sin before it grew to act [sex], And killed it ere't had knotted.",violence,emotions,religion,time,transformation,sexuality,clothes
In manly temper and considerate blood: went he the way of loyalty or your quiet,men,character_traits__nature,anatomy,movement,spatial,devotion,feelings
"What makes it [treason] heinous, burdensome and monstrous, Fills you with such distractions, ",politics,emotions,suffering,deformities__disabilities,mental_faculty__state__entities,,
"([treason] heinous, burdensome and monstrous) breeds such furies In your incens?d breast,",politics,suffering,emotions,deformities__disabilities,reproduction,fire,anatomy
Thy late service Is warm still in our memory,devotion,temperature,mental_faculty__state__entities,,,,
tortures ?bove the thought of tyranny.,violence,spatial,mental_faculty__state__entities,politics,,,
?Tis such a high born rapture that the soul Partakes it only.,social_status,feelings,religion,,,,
Was there none fit to practise tyranny on But whom our heart elected?,etiquette,politics,anatomy,mental_faculty__state__entities,,,
at his everlasting home.,time,accommodation,,,,,
I wrought a bitter pill that quickly choked him.,labor,food,medicine,violence,,,
He brought to light a monster and his lust.,discovering,light,deformities__disabilities,sexuality,,,
"So strumpet-like in your behaviour to me, ",sexuality,etiquette,,,,,
There is a champion fights for me unseen;,social_relations,violence,appearance,,,,
"Indeed no harlot But has her champion, besides bawd and varlet. ",sexuality,social_relations,social_status,,,,
"I?m sick of thy society, poison to mine eyes.",medicine,social_relations,anatomy,,,,
?ware that woman that can shift her heart!,danger__safety,women,transformation,anatomy,,,
"Thunder? And thou marrow-melting blast,  ",nature,anatomy,consumption,,,,
"Quick-wing?d lightning,",speed,animals,nature,,,,
"A generous, free, and charitable mind Keeps in thy bosom, ",character_traits__nature,social_relations,economics,mental_faculty__state__entities,anatomy,,
You waste the virtue of your serious eye,consumption,ethics,anatomy,,,,
your eyes are serious suitors,anatomy,judiciary,,,,,
Your bounty every way conquers poor strangers.,character_traits__nature,spatial,military,suffering,social_relations,,
"her wishes Brought forth a monster, a detested issue, Poisoning the thoughts ",mental_faculty__state__entities,reproduction,deformities__disabilities,emotions,familial,medicine,mental_faculty__state__entities
"Set on fire by the abuse,",fire,deception,,,,,
"Unnaturally she first abused my heart,",nature,deception,anatomy,,,,
"My wrath was flaming,",emotions,fire,,,,,
There is my jealousy flown.,emotions,animals,,,,,
I have killed my jealousy.,violence,emotions,,,,,
More than hell ?T had been if you had struck me ere she [wife] fell.,quantities,religion,violence,time,matrimony,death,
I had left her [wife] to your lust; the thought is bitterness.,privation,matrimony,sexuality,mental_faculty__state__entities,feelings,,
So laugh away this breath.,derision__offense___contempt,breathing,,,,,
"as rich In subjects? hearts and voices, ",economics,politics,anatomy,sounds,,,
"I am so borne betwixt the violent streams Of joy and passion, I forget my state.",labor,spatial,violence,nature,emotions,mental_faculty__state__entities,character_traits__nature
We are scarce warm in our good fortune yet,temperature,mystical,,,,,
"O let me light upon that constant breast, And kiss thee till my soul melt on thy lips.",movement,character_traits__nature,anatomy,affection,religion,consumption,
"all your ill is lost In your late new-born goodness,",character_traits__nature,privation,time,lifes_cycle,ethics,,
"No storm of fate so fierce but time destroys, ",nature,mystical,character_traits__nature,time,destruction,,
And [time] beats back misery with a peal of joys.,time,violence,spatial,suffering,music,emotions,
,,,,,,,
What Diapasons more in Tarquins [Lord] name Then in a Subiects?,music,social_status,language,politics,,,
"More in the sound, then to become the name Of a poore Maide or waiting Gentlewoman?",sounds,language,social_status,,,,
"my title beares no breadth,",social_status,labor,spatial,,,,
Sick at heart.,medicine,anatomy,,,,,
"I long, long and am sicke With ardence, ",emotions,medicine,fire,,,,
"my hot appetite's afire, Till my swolne feruor be deliuered Of that great Title Queene, ",temperature,food,fire,reproduction,feelings,social_status,politics
"my heart's all royal, Not to be circumscribed in servill bounds,",anatomy,character_traits__nature,spatial,social_relations,,,
my prowd heart cannot brooke it [obeysance].,character_traits__nature,anatomy,suffering,social_relations,,,
"Oh had God made me man, I would haue mounted Aboue the base tribunals of the earth, Vp to the clowdes, for pompeous soueraintie,",religion,men,physical_activities,spatial,politics,nature,
"Mount heauen and see if Tullia [woman] lag behinde, ",physical_activities,religion,sensations,women,movement,spatial,
"There is no earth in me, I am all fire, Were Tarquin [man] so, then should we both aspire.",medicine,fire,men,physical_activities,,,
"though my body taste of dulnesse, ",anatomy,food,movement,,,,
"My soule is wingde: loe I soare as high as thine, But note what flags our wings! ",religion,animals,physical_activities,spatial,consumption,,
"And but by Seruius [the king's] fall we cannot climbe,",politics,destruction,physical_activities,,,,
The balme that must annoynt vs is his [the king's] blood.,medicine,religion,politics,anatomy,,,
"Lets laue our browes then in that crimson flood,",cleaning,anatomy,colors,nature,,,
"in my swathed Infancye,",clothes,lifes_cycle,,,,,
"They all imbrace my faction,",affection,politics,,,,,
"heart pure, as vnblemisht Innocence.",anatomy,cleaning,ethics,character_traits__nature,,,
"Heeres modell, yea, and matter [succession] too to breed Strange meditations in the prouident braines Of our graue Fathers:",ethics,politics,reproduction,mental_faculty__state__entities,anatomy,familial,
some strange proiect liues This day in Cradle thats but newly borne.,mental_faculty__state__entities,life,time,domestic,lifes_cycle,,
"heeres a giddie world, it Reeles, it hath got the staggers, ",mental_faculty__state__entities,nature,movement,medicine,,,
"the common-wealth is sicke of an ague, of which nothing can cure her but some violent and suddaine affrightment.",politics,medicine,women,violence,emotions,,
"and [the queen] longes to be brought to bed of a Kingdome, ",politics,emotions,sexuality,,,,
"a generall concourse of wise-men, tw'as neuer seene since the first Chaos.",politics,mental_faculty__state__entities,time,sensations,religion,,
"you [the faction] renowned Deities, ",politics,recognition,religion,,,,
"laugh Democritus, but haue you nothing to say to Madmen?",derision__offense___contempt,historical,privation,language,mental_faculty__state__entities,,
"a few colde words first, ",temperature,language,,,,,
"The state is full of Dropsie, and swolne bigge With windy vapors, ",politics,medicine,size,nature,,,
"[the state] which my sword must pierce, To purge th'infected blood: ",politics,weapons__armor,violence,medicine,anatomy,,
"bred by the pride Of these infested blouds,",education,character_traits__nature,medicine,anatomy,,,
"embrace his faction,",affection,politics,,,,,
Words worth an Empire.,language,economics,politics,,,,
"Strumpet, no childe of mine.",sexuality,familial,,,,,
"Dotard, and not my father.",mental_faculty__state__entities,familial,,,,,
"our awe is builded Vpon this royall base, and slaughtered body Of a dead King; ",religion,architecture,politics,violence,anatomy,death,
"My fathers death giues me a second life,",familial,death,life,,,,
my birth was seruitud,reproduction,social_relations,,,,,
"this new breath of reigne is large and free, ",breathing,politics,size,social_relations,,,
Welcome my second life of Soueraintie.,greetings,life,politics,,,,
"should my Lucrece [daughter], Be of this pride, thefe handes should sacrifice Her blood vnto the Gods that dwell belowe,",familial,character_traits__nature,anatomy,violence,religion,accommodation,spatial
"The abortiue brat should not out liue my spleene,",reproduction,familial,life,anatomy,,,
"Teare off the crowne, that yet empales the Temples Of our vsurping Father",violence,politics,anatomy,familial,,,
"And in the face of his [father's] yet bleeding woundes, Lets vs receiue our honours.",anatomy,familial,injuries,recognition,social_status,,
"The same breath Giues our state life, that was the Vsurpers death.",breathing,politics,life,death,,,
Heere then by heauens hand we inuest our selues:,religion,anatomy,politics,,,,
Great Tarquins [king] life is in our hearts desirde.,politics,life,anatomy,emotions,,,
"Shall with our dreadles hands, our hearts commaund,",emotions,anatomy,commands,,,,
Our selues are vassailes to the Roman state.,social_status,politics,,,,,
In whose submission our young glorie growes To his ripe height:,social_relations,lifes_cycle,recognition,architecture,spatial,,
strengthen with your loues our Infant raigne.,assistance,devotion,lifes_cycle,politics,,,
whilst Iustice keepes thy Sword & thou thy Throane.,judiciary,preservation,weapons__armor,politics,,,
Your hearts though freely profferd we entreate.,anatomy,social_relations,devotion,language,,,
"with his base confederates strewe the streets, That in disgrace, of his vsurped pride,",politics,urban,etiquette,character_traits__nature,,,
