Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
Judgement in this age is near kin to favour.,JUDICIARY,TIME,FAMILIAL,SOCIAL RELATIONS,,,
"I bind you all in steel to bind you surely. Here let your oaths meet, to be kept and paid, Which ",INCARCERATION,WEAPONS & ARMOR,LANGUAGE,SOCIAL RELATIONS,PRESERVATION,ECONOMICS,
"[oaths] else will stick like rust, and shame the blade.",LANGUAGE,ADHESION,CONSUMPTION,ETIQUETTE,WEAPONS & ARMOR,,
"if Judgement speak all in gold and spare the blood Of such a serpent,",JUDICIARY,LANGUAGE,ECONOMICS,PRIVATION,ANATOMY,ANIMALS,
it were pity The ruins of so fair a monument Should not be dipped in the defacer's blood.,EMOTIONS,DESTRUCTION,ARCHITECTURE,CLEANING,VIOLENCE,ANATOMY,
her name Merits a tomb of pearl.,LANGUAGE,RECOGNITION,DEATH,ECONOMICS,,,
wipe your lady from your eyes.,CLEANING,WOMEN,ANATOMY,,,,
"our grief and yours may one day court it, When we are more familiar with revenge.",EMOTIONS,TIME,COURTING,MENTAL FACULTY,VIOLENCE,,
"Which will be called a miracle at last, That, being an old man, I€™d a wife so chaste.",LANGUAGE,RELIGION,LIFE'S CYCLE,MATRIMONY,SEXUALITY,,
"How hardly shall that maiden be beset Whose only fortunes are her constant thoughts,",WOMEN,MILITARY,ECONOMICS,MENTAL FACULTY,,,
That has no other child€™s-part but her honour That keeps her low and empty in estate.,WOMEN,MILITARY,LIFE'S CYCLE,SEXUALITY,PRESERVATION,SPATIAL,ECONOMICS
Maids and their honours are like poor beginners.,WOMEN,SEXUALITY,ECONOMICS,,,,
"Were not sin rich, there would be fewer sinners.",RELIGION,ECONOMICS,QUANTITIES,,,,
Why had not virtue a revenue?  it would have impoverished hell.,ETHICS,ECONOMICS,RELIGION,,,,
desirously mouth to mouth with you.  Show his teeth in your company.  speak with you,EMOTIONS,ANATOMY,APPEARANCE,SOCIAL RELATIONS,LANGUAGE,,
"say so, madman, and cut off a great deal of dirty way. ",LANGUAGE,MENTAL FACULTY,VIOLENCE,CLEANING,SIZE,SPATIAL,
[speak] that€™s as ordinary as two shillings.,LANGUAGE,MENTAL FACULTY,ECONOMICS,,,,
I€™d put anger in my hand and pass the virgin limits of myself,EMOTIONS,ANATOMY,SEXUALITY,SPATIAL,CHARACTER TRAITS,,
"Bear to him That figure of my hate upon your cheek Whilst it is yet hot,",LABOR,APPEARANCE,EMOTIONS,ANATOMY,TEMPERATURE,,
my honour shall have a rich name When several harlots shall share his with shame.,RECOGNITION,ECONOMICS,LANGUAGE,SEXUALITY,SOCIAL RELATIONS,ETIQUETTE,
"It is the sweetest box that e'er my nose came nigh, The finest drawn-work cuff that e'er was worn.",SEXUALITY,ANATOMY,SPATIAL,VIOLENCE,CLOTHES,,
"I'll love this blow for ever, and this cheek Shall still henceforward take the wall of this.",EMOTIONS,VIOLENCE,TIME,ANATOMY,SOCIAL RELATIONS,ARCHITECTURE,
I€™m above my tongue!,SPATIAL,ANATOMY,,,,,
It is not in the power of words to taint thee.,PRIVATION,LANGUAGE,CLEANING,,,,
"for the salvation of my oath, As my resolve in that point, I will lay Hard siege unto my mother",RELIGION,LANGUAGE,MENTAL FACULTY,MILITARY,FAMILIAL,,
A siren€™s tongue could not bewitch her so.,MYTH,ANATOMY,MYSTICAL,,,,
much honoured that he pleases To rank me in his thoughts.,RECOGNITION,FEELINGS,SOCIAL STATUS,MENTAL FACULTY,,,
The crown gapes for him every tide,POLITICS,SPATIAL,NATURE,,,,
"I€™d wink, and let it [honor] go.",CONCEALMENT,RECOGNITION,PRIVATION,,,,
"If you€™d that blood now which you gave your daughter. To her indeed €™tis, this wheel [of fortune] comes about.",ANATOMY,FAMILIAL,MYSTICAL,MOVEMENT,,,
his white father does but mould away,COLORS,FAMILIAL,CONSUMPTION,,,,
"chide away, that foolish country girl Keeps company with your daughter, Chastity.",ETIQUETTE,MENTAL FACULTY,GEOGRAPHY,LIFE'S CYCLE,SOCIAL RELATIONS,FAMILIAL,SEXUALITY
the riches of the world cannot hire A mother to such a most unnatural task.,ECONOMICS,NATURE,FAMILIAL,SEXUALITY,,,
The world descends into such base-born evils That forty angels [money] can make fourscore devils.,NATURE,SPATIAL,REPRODUCTION,ETHICS,ECONOMICS,QUANTITIES,RELIGION
daughters Spring with the dew of the court,FAMILIAL,NATURE,POLITICS,,,,
I would raise my state upon her [daughter's] breast And call her eyes my tenants,ARCHITECTURE,FAMILIAL,ANATOMY,LANGUAGE,SOCIAL STATUS,,
"I would count My yearly maintenance upon her [daughter's] cheeks,",TIME,ECONOMICS,FAMILIAL,ANATOMY,,,
"Take coach upon her [daughter's] lip, and all her parts Should keep men after men, and I would ride In pleasure upon pleasure.",EQUESTRIAN,FAMILIAL,ANATOMY,PRESERVATION,MEN,SEXUALITY,
You brought her forth; she may well bring you home.,REPRODUCTION,SOCIAL RELATIONS,DOMESTIC,,,,
[women] We are so weak their [men's] words can overthrow us.,WOMEN,PHYSICAL ATTRIBUTES,MEN,LANGUAGE,VIOLENCE,,
"made my virtues bate, When his tongue struck upon my poor estate.",CHARACTER TRAITS,PRIVATION,ANATOMY,VIOLENCE,ECONOMICS,,
That woman is all male whom none can enter.,WOMEN,MEN,SPATIAL,,,,
What said advancement to you? Thus it said: The daughter€™s fall lifts up the mother€™s head.,SOCIAL RELATIONS,LANGUAGE,FAMILIAL,PHYSICAL ACTIVITIES,SPATIAL,ANATOMY,
this age fears no man.,TIME,EMOTIONS,HUMANITY,,,,
[money] that enchant our sex; These are the means that govern our affections.,ECONOMICS,MYSTICAL,WOMEN,POLITICS,EMOTIONS,,
That woman will not be troubled with the mother long that sees the comfortable shine of you [money].,WOMEN,SUFFERING,FAMILIAL,SENSATIONS,FEELINGS,LIGHT,ECONOMICS
"suffering heaven, with your invisible finger even at this instant turn the precious side Of both mine eyeballs inward, not to see myself!",SUFFERING,RELIGION,APPEARANCE,ANATOMY,SPATIAL,CHARACTER TRAITS,
Let this [money] thank your pains.,ECONOMICS,RECOGNITION,SUFFERING,,,,
Your words will sting.,LANGUAGE,VIOLENCE,,,,,
Troops of celestial soldiers guard her heart! ,MILITARY,RELIGION,ANATOMY,,,,
Yon dam has devils enough to take her part.,WOMEN,RELIGION,THEATRE,,,,
by what rule should we square out our lives But by our betters€™ actions?,JUDICIARY,SIZE,LIFE,ETHICS,,,
"there€™s a cold curse laid upon all maids: Whilst others clip the sun, they clasp the shades.",TEMPERATURE,MYSTICAL,SEXUALITY,AFFECTION,NATURE,DARKNESS,
"Virginity is paradise locked up. You cannot come by yourselves without fee, And it was decreed that man should keep the key.",SEXUALITY,RELIGION,PRESERVATION,ECONOMICS,JUDICIARY,MEN,
"The world€™s so changed, one shape into another, It is a wise child now that knows her mother.",NATURE,TRANSFORMATION,APPEARANCE,MENTAL FACULTY,LIFE'S CYCLE,FAMILIAL,
I owe your cheek my hand For that presumption,ECONOMICS,ANATOMY,MENTAL FACULTY,,,,
Fortunes flow to you.,ECONOMICS,MOVEMENT,,,,,
"If all feared drowning that spy waves ashore, Gold would grow rich and all the merchants poor.",EMOTIONS,VIOLENCE,SENSATIONS,NATURE,ECONOMICS,,
It is a pretty saying of a wicked one.  It does not show so well out of your mouth,APPEARANCE,LANGUAGE,ETHICS,ANATOMY,,,
What€™s honesty? It is but heaven€™s beggar;,ETHICS,RELIGION,ECONOMICS,,,,
"Sufficient in himself to make your forehead Dazzle the world with jewels, and petitionary people Start at your presence.",ANATOMY,MENTAL FACULTY,NATURE,ECONOMICS,POLITICS,EMOTIONS,APPEARANCE
"Bare-headed vassals that had never the fortune To keep on their own hats, but let horns wear them",CLOTHES,ANATOMY,SOCIAL STATUS,ECONOMICS,PRESERVATION,ANIMALS,
you€™d scorn to think of the devil an you were there once.,DERISION,MENTAL FACULTY,RELIGION,SPATIAL,,,
There are as proud as he for his heart,CHARACTER TRAITS,ANATOMY,,,,,
"Who'd sit at home in a neglected room, Dealing her short-lived beauty to the pictures That are as useless as old men, ",DOMESTIC,GAMES & SPORT,TIME,LIFE,APPEARANCE,ART,LIFE'S CYCLE
"those Poorer in face and fortune than herself Walk with a hundred acres on their backs, Fair meadows cut into green foreparts?",ECONOMICS,ANATOMY,MOVEMENT,GEOGRAPHY,NATURE,VIOLENCE,CLOTHES
"Fair trees, those comely foretops of the field, Are cut to maintain headtires",NATURE,APPEARANCE,VIOLENCE,CLOTHES,,,
All thrives but Chastity€”she lies a-cold.,NATURE,SEXUALITY,DEATH,TEMPERATURE,WOMEN,,
"Lose but a pearl, we search and cannot brook it; But that once gone, who is so mad to look it",PRIVATION,ECONOMICS,DISCOVERING,SUFFERING,MENTAL FACULTY,,
I have endured you with an ear of fire;,SUFFERING,ANATOMY,FIRE,,,,
Your tongues have struck hot irons on my face.,ANATOMY,VIOLENCE,TEMPERATURE,MATERIALS,,,
"Mother, come from that poisonous woman there.",FAMILIAL,MOVEMENT,MEDICINE,WOMEN,,,
"You heavens, please Henceforth to make the mother a disease,",RELIGION,FAMILIAL,MEDICINE,,,,
"O angels, clap your wings upon the skies And give this virgin crystal plaudities!",RELIGION,ANATOMY,NATURE,SEXUALITY,MATERIALS,THEATRE,
"more uncivil, more unnatural Than those base-titled creatures [beasts] that look downward!",ETIQUETTE,NATURE,ANIMALS,SENSATIONS,SPATIAL,,
"Why does not heaven turn black, or with a frown Undo the world? ",RELIGION,TRANSFORMATION,COLORS,FACIAL EXPRESSIONS,DESTRUCTION,NATURE,
Why does not earth start up And strike the sins that tread upon it?,NATURE,SLEEP,VIOLENCE,RELIGION,MOVEMENT,SPATIAL,
Were it not for gold and women there would be no damnation; Hell would look like a lord€™s great kitchen without fire in it.,ECONOMICS,WOMEN,RELIGION,SOCIAL STATUS,FOOD,FIRE,
it was decreed before the world began That they [women] should be the hooks to catch at man.,POLITICS,TIME,NATURE,WOMEN,HUNTING & FISHING,MEN,
"you art well-read in a fellow, And €™tis the deepest art to study man.",LANGUAGE,SOCIAL RELATIONS,SPATIAL,EDUCATION,HUMANITY,,
The world€™s divided into knaves and fools.,NATURE,SOCIAL RELATIONS,ETHICS,MENTAL FACULTY,,,
"Knave in your face, my Lord; behind your back.",ETHICS,ANATOMY,SOCIAL STATUS,SPATIAL,,,
"A fellow of discourse, well-mingl?¨d, And whose brain time has seasoned.",SOCIAL RELATIONS,LANGUAGE,ANATOMY,TIME,FOOD,,
"Heart, we are both made bawds a new-found way! ",ANATOMY,SEXUALITY,DISCOVERING,SPATIAL,,,
Ravish me in your answer.,SEXUALITY,LANGUAGE,,,,,
Hast you beguiled her of salvat?¯on And rubbed hell o€™er with honey?,DECEPTION,RELIGION,FOOD,,,,
A right good woman in these days is changed Into white money with less labour far.,ETHICS,WOMEN,TIME,TRANSFORMATION,COLORS,ECONOMICS,LABOR
Many a maid has turned to Mahomet With easier working.,QUANTITIES,SEXUALITY,RELIGION,LABOR,,,
"Upon the pawn and forfeit of my life, With half those words to flat a puritan€™s wife.",ECONOMICS,LIFE,QUANTITIES,LANGUAGE,SEXUALITY,RELIGION,MATRIMONY
What fruit from the mother?,FOOD,FAMILIAL,,,,,
"must I blister my soul, be forsworn, Or shame the woman that received me first.",VIOLENCE,RELIGION,LANGUAGE,ETIQUETTE,WOMEN,SOCIAL RELATIONS,
"Spoke to a dying man, shame has no shame.",LANGUAGE,DEATH,ETIQUETTE,PRIVATION,,,
"The maid being dull, having no mind to travel Into unknown lands, ",WOMEN,MENTAL FACULTY,GEOGRAPHY,,,,
set spurs to the mother. Golden spurs Will put her to a false gallop in a trice.,EQUESTRIAN,FAMILIAL,ECONOMICS,DECEPTION,,,
The unnatural mother Did with her tongue so hard beset her honour That the poor fool was struck to silent wonder,NATURE,FAMILIAL,ANATOMY,SEXUALITY,VIOLENCE,SOUNDS,MENTAL FACULTY
"the maid, like an unlighted taper, Was cold and chaste, ",WOMEN,FIRE,TEMPERATURE,SEXUALITY,,,
save that her mother€™s breath Did blow fire on her cheeks. ,FAMILIAL,BREATHING,FIRE,ANATOMY,,,
you shall have one woman knit more in an hour than any man can ravel again in seven-and-twenty year.,QUANTITIES,WOMEN,CLOTHES,TIME,MEN,DESTRUCTION,
"all the fees behind the arras, and all the farthingales that fall plump about twelve o€™clock at night upon the rushes.",ECONOMICS,SPATIAL,DOMESTIC,CLOTHES,TIME,NATURE,DARKNESS
"this night I€™ll visit her, and €™tis till then A year in my desires. ",DARKNESS,SOCIAL RELATIONS,TIME,SEXUALITY,,,
"Sword, you wast never a backbiter yet.",WEAPONS & ARMOR,ANATOMY,VIOLENCE,,,,
Thy veins are swelled with lust. This [sword] shall unfill them.,ANATOMY,SIZE,SEXUALITY,WEAPONS & ARMOR,VIOLENCE,,
"Great men were gods, if beggars could not kill €™em.",SOCIAL STATUS,RELIGION,ECONOMICS,VIOLENCE,,,
Her tongue has turned my sister into use.,ANATOMY,TRANSFORMATION,FAMILIAL,SEXUALITY,,,
I€™ll guard her honour And keep the ports sure.,MILITARY,SEXUALITY,PRESERVATION,NAUTICAL,,,
The pen of his bastard writes him cuckold.,LANGUAGE,FAMILIAL,SEXUALITY,,,,
Great faults are winked at when the Duke€™s asleep.,ETHICS,CONCEALMENT,POLITICS,SLEEP,,,
Monstrous luxur!,DEFORMITIES,SEXUALITY,,,,,
there€™s a wicked whisper; hell is in his ear.,ETHICS,LANGUAGE,RELIGION,ANATOMY,,,
"brother, I€™ll disinherit you in as short time As I was when I was begot in haste.",FAMILIAL,ECONOMICS,TIME,REPRODUCTION,SPEED,,
"This their second meeting writes the Duke cuckold With new additions, his horns newly revived.",SOCIAL RELATIONS,LANGUAGE,POLITICS,SEXUALITY,SOCIAL STATUS,ANATOMY,LIFE
"Night, you that lookst like funeral heralds€™ fees, Torn down betimes i€™th€™ morning, ",DARKNESS,APPEARANCE,DEATH,HERALDRY,ECONOMICS,VIOLENCE,TIME
[night] you hang'st fitly To grace those sins that have no grace at all.,DARKNESS,PRESERVATION,RELIGION,PRIVATION,,,
"now it is full sea abed over the world, There€™s juggling of all sides.",NATURE,DECEPTION,SPATIAL,,,,
Some that were maids even at sunset are now perhaps in the toll-book. ,SEXUALITY,NATURE,TIME,ECONOMICS,LANGUAGE,,
"cuckolds are a-coining, apace,",SEXUALITY,ECONOMICS,SPEED,,,,
careful sisters spin that thread in the night That does maintain them and their bawds in the day.,FAMILIAL,CLOTHES,DARKNESS,ECONOMICS,SEXUALITY,,
I do embrace this season for the fittest To taste of that young lady.,AFFECTION,TIME,FOOD,LIFE'S CYCLE,WOMEN,,
Heart and hell!,ANATOMY,RELIGION,,,,,
"The bastard! This night, this hour, This minute, now€”Shadows the Duchess ",FAMILIAL,DARKNESS,TIME,POLITICS,CONCEALMENT,,
like strong poison eats Into the Duke your father€™s forehead.  He makes horn royal.,MEDICINE,FOOD,POLITICS,FAMILIAL,ANATOMY,ANIMALS,SOCIAL STATUS
This is the fruit of two beds.,FOOD,QUANTITIES,DOMESTIC,,,,
"There€™s gunpowder i€™th€™ court, Wildfire at midnight.",WEAPONS & ARMOR,POLITICS,FIRE,DARKNESS,,,
my spleen is not so lazy.,ANATOMY,CHARACTER TRAITS,,,,,
"I€™ll shake their eyelids ope, and with my sword Shut them again for ever",VIOLENCE,ANATOMY,SPATIAL,WEAPONS & ARMOR,,,
"I have great sins. I must have days, Nay months, dear son, with penitential heaves, To lift them out and not to die unclear.",RELIGION,TIME,SOUNDS,PHYSICAL ACTIVITIES,DEATH,CLEANING,
you wilt kill me both in heaven and here.,VIOLENCE,RELIGION,NATURE,,,,
I am amazed to death.,MENTAL FACULTY,DEATH,,,,,
"villain, traitor, Worse than the foulest epithet, ",ETHICS,POLITICS,LANGUAGE,,,,
"I€™ll gripe thee Even with the nerves of wrath, and throw your head Amongst the lawyers. ",ADHESION,ANATOMY,EMOTIONS,VIOLENCE,JUDICIARY,,
"in heat Of that ambition bloodily rushed in, Intending to depose me in my bed.",TEMPERATURE,CHARACTER TRAITS,VIOLENCE,SPEED,MENTAL FACULTY,POLITICS,DOMESTIC
"strumpet, A word that I abhor to file my lips with.",SEXUALITY,LANGUAGE,EMOTIONS,CLEANING,ANATOMY,,
You little dreamt His father slept here.,MENTAL FACULTY,FAMILIAL,SLEEP,,,,
You have knaves' chins and harlots' tongues. You lie,SOCIAL STATUS,ANATOMY,SEXUALITY,LANGUAGE,,,
To let my sword Catch cold so long and miss him.,WEAPONS & ARMOR,MEDICINE,PRIVATION,,,,
"Is the day out of the socket, That it is noon at midnight, the court up?",TIME,SPATIAL,POLITICS,SLEEP,,,
Death shall not long lag after him.,DEATH,TIME,MOVEMENT,,,,
my best release lies on your tongues.,INCARCERATION,ANATOMY,,,,,
your death Shall thank me better.,DEATH,RECOGNITION,,,,,
"his trespass, seem to bear a part In all his ills, but with a puritan heart.",JUDICIARY,ETHICS,RELIGION,ANATOMY,,,
"brother, let our hate and love be woven So subtly together that in speaking One word for his life we may make three for his death.",FAMILIAL,EMOTIONS,CLOTHES,LANGUAGE,QUANTITIES,LIFE,DEATH
The craftiest pleader gets most gold for breath.,DECEPTION,LANGUAGE,ECONOMICS,BREATHING,,,
"trespass is unpardonable, Black, wicked, and unnatural. In a son, O, monstrous!",JUDICIARY,COLORS,ETHICS,NATURE,FAMILIAL,DEFORMITIES,
A duke€™s soft hand strokes the rough head of law And makes it lie smooth.,POLITICS,PHYSICAL ATTRIBUTES,ANATOMY,AFFECTION,JUDICIARY,,
may live the wonder of all times In pardoning that offence which never yet Had face to beg a pardon.,LIFE,RELIGION,TIME,JUDICIARY,ANATOMY,LANGUAGE,
"My wrath, like flaming wax, has spent itself.",EMOTIONS,FIRE,MATERIALS,CONSUMPTION,,,
it was but some peevish moon in him. ,MENTAL FACULTY,ASTROLOGY,SPATIAL,,,,
doth please to speak beside your spleen.,FEELINGS,LANGUAGE,ANATOMY,,,,
We could have wished his burden not so sore.,EMOTIONS,LABOR,INJURIES,,,,
"Here€™s envy with a poor thin cover o€™er€™t, Like scarlet hid in lawn, easily spied through.",EMOTIONS,CONCEALMENT,CLOTHES,COLORS,NATURE,DISCOVERING,
This their ambition by the mother€™s side Is dangerous and for safety must be purged.,CHARACTER TRAITS,FAMILIAL,DANGER & SAFETY,MEDICINE,,,
"some mistaken fury in our son, Which these aspiring boys would climb upon.",MENTAL FACULTY,EMOTIONS,FAMILIAL,PHYSICAL ACTIVITIES,LIFE'S CYCLE,,
"Our knees shall take away the office of our feet for ever,",ANATOMY,LABOR,PRIVATION,TIME,,,
"bestow a father€™s eye Upon the clouded fortunes of your son,",SOCIAL RELATIONS,FAMILIAL,ANATOMY,NATURE,MYSTICAL,,
How seriously their loves and honours woo,MENTAL FACULTY,EMOTIONS,CHARACTER TRAITS,COURTING,,,
"rise, your knees sign his release.",PHYSICAL ACTIVITIES,ANATOMY,LANGUAGE,INCARCERATION,,,
It well becomes that judge to nod at crimes That does commit greater himself and lives.,ETIQUETTE,JUDICIARY,FACIAL EXPRESSIONS,LIFE,,,
in my old days am a youth in lust.,TIME,LIFE'S CYCLE,SEXUALITY,,,,
"Many a beauty have I turned to poison In the denial, covetous of all.",QUANTITIES,APPEARANCE,TRANSFORMATION,VIOLENCE,PRIVATION,SEXUALITY,
Age hot is like a monster to be seen;,LIFE'S CYCLE,TEMPERATURE,DEFORMITIES,SENSATIONS,,,
My hairs are white and yet my sins are green.,ANATOMY,COLORS,RELIGION,,,,
Faiths are bought and sold.,RELIGION,ECONOMICS,,,,,
Oaths in these days are but the skin of gold.,LANGUAGE,TIME,ANATOMY,ECONOMICS,,,
Then am I heir€”duke in a minute!,ECONOMICS,POLITICS,TIME,,,,
"he were once puffed out, here is a pin Should quickly prick your bladder.",SIZE,WEAPONS & ARMOR,VIOLENCE,ANATOMY,,,
people€™s thoughts will soon be buri?¨d.,SOCIAL RELATIONS,MENTAL FACULTY,DEATH,,,,
The Duchess€™ sons are too proud to bleed.,POLITICS,FAMILIAL,CHARACTER TRAITS,INJURIES,,,
set an edge upon the executioner. Let me alone to grind him.,WEAPONS & ARMOR,DEATH,SOCIAL RELATIONS,VIOLENCE,,,
"I rise just in that place Where thou€™rt cut off€”upon your neck,",PHYSICAL ACTIVITIES,SPATIAL,VIOLENCE,ANATOMY,,,
The falling of one head lifts up another.,PHYSICAL ACTIVITIES,ANATOMY,SPATIAL,,,,
"O liberty, you sweet and heavenly dame!",SOCIAL RELATIONS,RELIGION,WOMEN,,,,
hell for prison is too mild a name.,RELIGION,INCARCERATION,LANGUAGE,,,,
"the command of present death ; such an unkind office, fitter far For enemies than brothers.",COMMANDS,DEATH,LABOR,SOCIAL RELATIONS,FAMILIAL,,
The executioner Stands ready to put forth his cowardly valour.,DEATH,MENTAL FACULTY,CHARACTER TRAITS,,,,
Our office shall be sound. We€™ll not delay The third part of a minute.,LABOR,TIME,,,,,
"the gaping people Will but trouble him at his prayers And make him curse and swear, and so die black.",EMOTIONS,SOCIAL RELATIONS,SUFFERING,RELIGION,LANGUAGE,DEATH,COLORS
ere next clock His head will be made serve a bigger block.,TIME,ANATOMY,SOCIAL RELATIONS,SIZE,DEATH,,
Nothing but paper comforts?,PRIVATION,LANGUAGE,FEELINGS,,,,
"it [letter] begins like a whore, with good cheer.",LANGUAGE,SEXUALITY,JOVIALITY,,,,
Thou shalt not be long a prisoner.€™€”Not five-and-thirty year like a bankrupt,TIME,INCARCERATION,ECONOMICS,,,,
"Hang merry, draw and quarter merry!",VIOLENCE,JOVIALITY,,,,,
Your hope€™s as fruitless as a barren woman.,EMOTIONS,AGRICULTURE,REPRODUCTION,WOMEN,,,
"When grief swum in their eyes, they showed like brothers, Brim-full of heavy sorrow",EMOTIONS,PHYSICAL ACTIVITIES,ANATOMY,FAMILIAL,SPATIAL,WEIGHT,
Pox dry their tears! ,MEDICINE,CONSUMPTION,ANATOMY,,,,
I hate them [brothers] worse than any citizen€™s son Can hate salt water.,EMOTIONS,FAMILIAL,SOCIAL STATUS,FOOD,,,
"Here came a letter now, New-bleeding from their pens, scarce stinted yet.",LANGUAGE,INJURIES,HINDRANCE,,,,
Would I€™d been torn in pieces when I tore it [the letter].,VIOLENCE,LANGUAGE,,,,,
"trick is commonly four cards, which was meant by us four officers.",DECEPTION,GAMES & SPORT,QUANTITIES,JUDICIARY,,,
The hour beckons us; The headsman waits. ,TIME,COMMANDS,DEATH,PRESERVATION,,,
"I should look up to heaven,  Whilst he behind me cozens me of my head.",SENSATIONS,RELIGION,SPATIAL,DECEPTION,ANATOMY,,
authority€™s bastards.,POLITICS,FAMILIAL,,,,,
"Since I must Through brothers€™ perjury die, O let me venom Their souls with curses.",FAMILIAL,JUDICIARY,DEATH,VIOLENCE,RELIGION,LANGUAGE,
"Must I bleed, then, without respect of [astrological] sign?",INJURIES,PRIVATION,RECOGNITION,ASTROLOGY,,,
it [tragic thought] is able To make a man spring up and knock his forehead Against yon silver ceiling.,THEATRE,MENTAL FACULTY,PHYSICAL ACTIVITIES,VIOLENCE,ANATOMY,COLORS,ARCHITECTURE
my outward shape and inward heart Are cut out of one piece,SPATIAL,APPEARANCE,ANATOMY,CLOTHES,QUANTITIES,,
"for he that prates His secrets, his heart stands on the outside",LANGUAGE,CONCEALMENT,ANATOMY,SPATIAL,,,
"to greet him with a lady In some fit place veiled from the eyes o€™th€™ court, ",GREETINGS,WOMEN,SPATIAL,CONCEALMENT,ANATOMY,POLITICS,
"Some darkened, blushless angle that is guilty Of his forefathers' lusts",DARKNESS,FACIAL EXPRESSIONS,SPATIAL,JUDICIARY,FAMILIAL,SEXUALITY,
this unsunn?¨d lodge Wherein €™tis night at noon,PRIVATION,NATURE,ACCOMMODATION,DARKNESS,TIME,,
Which most afflicting sight [sex] will kill his eyes,SEXUALITY,SUFFERING,SENSATIONS,VIOLENCE,ANATOMY,,
the violence of my joy forgot it.,VIOLENCE,EMOTIONS,MENTAL FACULTY,,,,
I€™m in a throng of happy apprehensions.,SOCIAL RELATIONS,EMOTIONS,MENTAL FACULTY,,,,
there's more private common shadowing vices Than those who are known both by their names and prices.,SOCIAL RELATIONS,DARKNESS,ETHICS,RECOGNITION,LANGUAGE,ECONOMICS,
Disgrace? A poor thin shell.,ETIQUETTE,PHYSICAL ATTRIBUTES,NATURE,SPATIAL,,,
"a lady can, At such all-hid beguile a wiser man.",WOMEN,CONCEALMENT,DECEPTION,MENTAL FACULTY,,,
Age and bare bone Are e'er allied in action. ,LIFE'S CYCLE,ANATOMY,SOCIAL RELATIONS,,,,
"A drunkard clasp his teeth, and not undo them To suffer wet damnation to run through them.",FOOD,ADHESION,ANATOMY,SUFFERING,PHYSICAL ATTRIBUTES,RELIGION,VIOLENCE
"Here's a cheek keeps her colour, let the wind go whistle.",ANATOMY,PRESERVATION,COLORS,NATURE,SOUNDS,,
is not he absurd Whose fortunes are upon their faces set That fear no other god but wind and wet?,MENTAL FACULTY,MYSTICAL,ANATOMY,EMOTIONS,RELIGION,NATURE,
Is this the form that living shone so bright?,APPEARANCE,LIFE,LIGHT,,,,
Does the silkworm expend her yellow labours For thee?,ANIMALS,ECONOMICS,COLORS,LABOR,,,
Are lordships sold to maintain ladyships For the poor benefit of a bewitching minute?,SOCIAL STATUS,ECONOMICS,WOMEN,MYSTICAL,TIME,,
Why does yon fellow falsify highways And put his life between the judge€™s lips ,SOCIAL RELATIONS,DECEPTION,SPATIAL,LIFE,JUDICIARY,ANATOMY,
"To refine such a thing [highway], keeps horse and men To beat their valours for her?",CLEANING,SPATIAL,EQUESTRIAN,MEN,VIOLENCE,CHARACTER TRAITS,WOMEN
"it is we are mad in sense, they but in clothes.",MENTAL FACULTY,CLOTHES,,,,,
"[a dame] grieve her maker In sinful baths of milk, when many an infant starves For her superfluous outside",WOMEN,EMOTIONS,RELIGION,CLEANING,FOOD,LIFE'S CYCLE,APPEARANCE
"it [skull] would fright the sinner And make him a good coward, ",ANATOMY,EMOTIONS,RELIGION,CHARACTER TRAITS,,,
"[skull would] put a reveller Out of his antic amble,  ",ANATOMY,JOVIALITY,MENTAL FACULTY,,,,
[skull would] cloy an epicure with empty dishes. ,ANATOMY,JOVIALITY,SPATIAL,FOOD,,,
Here [in the skull] might a scornful and ambitious woman Look through and through herself.,ANATOMY,DERISION,CHARACTER TRAITS,WOMEN,MENTAL FACULTY,,
"ladies, with false forms You deceive men, but cannot deceive worms.",WOMEN,DECEPTION,APPEARANCE,MEN,ANIMALS,,
"this drug, The mortal curse of the earth",MEDICINE,DEATH,MYSTICAL,NATURE,,,
"kiss his lips to death. As much as the dumb thing can, he shall feel.",SEXUALITY,ANATOMY,DEATH,DEFORMITIES,SENSATIONS,,
The quaintness of your malice above thought.,ETHICS,SPATIAL,MENTAL FACULTY,,,,
she makes almost as fair a sign As some old gentlewoman in a periwig.,APPEARANCE,LIFE'S CYCLE,WOMEN,CLOTHES,,,
"it is vain when beauty flows, but when it fleets This would become graves better than the streets.",CHARACTER TRAITS,APPEARANCE,NATURE,DANGER & SAFETY,DEATH,URBAN,
Now nine years€™ vengeance crowd into a minute.,TIME,VIOLENCE,SPATIAL,,,,
In gravest looks the greatest faults seem less.,MENTAL FACULTY,FACIAL EXPRESSIONS,CHARACTER TRAITS,SIZE,,,
Give me that sin that€™s robed in holiness.,RELIGION,ECONOMICS,,,,,
Pleasure should meet in a perfum?¨d mist.,SEXUALITY,SOCIAL RELATIONS,SENSATIONS,NATURE,,,
"Royal villain, white devil!",POLITICS,ETHICS,COLORS,RELIGION,,,
A slavish duke is baser than his slaves.,SOCIAL STATUS,POLITICS,ETHICS,,,,
My teeth are eaten out.,ANATOMY,FOOD,,,,,
"Your tongue? €™Twill teach you to kiss closer, Not like a slobbering Dutchman.",ANATOMY,EDUCATION,SEXUALITY,SPATIAL,ETHNICITY & NATIONALITY,,
